Age,Gender,Sleep_Hours,Screen_Time,Exercise_Minutes,Water_Intake,Work_Study_Hours,Stress_Level,Mood,Productivity_Score,Burnout_Risk
38,Male,7.8,5.9,43,1.5,10.4,3,Stressed,91.1,Low
30,Female,8.4,9.2,47,4.7,7.0,8,Sad,80.5,Low
54,Female,4.5,1.2,105,1.7,6.7,4,Happy,69.5,Medium
42,Male,6.6,1.3,118,4.0,10.8,2,Stressed,100.0,Low
43,Female,5.3,8.4,31,2.2,11.6,4,Neutral,60.60000000000001,Medium
56,Male,5.9,9.0,119,1.9,7.5,4,Neutral,73.3,Medium
37,Male,8.7,10.3,83,3.2,6.5,8,Neutral,80.0,Low
50,Male,5.8,5.4,119,4.1,10.3,10,Sad,72.1,Medium
31,Female,5.8,5.3,16,3.9,10.3,8,Happy,58.70000000000001,Medium
53,Female,5.0,7.1,92,1.9,5.2,7,Sad,46.1,High
34,Female,8.8,9.3,56,2.3,7.8,4,Stressed,91.69999999999999,Low
38,Female,6.3,8.1,38,4.5,3.5,2,Happy,75.89999999999999,Low
33,Male,6.9,4.6,31,3.9,8.4,1,Neutral,98.3,Low
33,Female,6.3,4.8,67,3.9,10.3,2,Sad,98.9,Low
37,Male,5.3,9.4,87,2.1,3.9,2,Neutral,61.900000000000006,Medium
46,Male,8.1,6.9,107,4.2,5.2,3,Sad,100.0,Low
45,Female,4.1,2.1,105,2.4,6.5,10,Stressed,42.8,High
25,Female,7.5,2.7,1,2.6,10.5,5,Happy,83.8,Low
41,Male,7.0,10.4,77,2.2,9.3,1,Happy,90.20000000000002,Low
20,Female,4.7,12.0,103,1.5,5.2,5,Neutral,41.49999999999999,High
42,Male,4.8,4.7,41,2.7,4.4,7,Happy,41.10000000000001,High
36,Female,7.3,5.3,37,1.1,9.0,1,Stressed,89.30000000000001,Low
50,Female,5.6,2.7,54,2.8,6.8,4,Sad,72.99999999999999,Medium
19,Male,5.3,3.6,54,3.9,7.9,2,Sad,83.89999999999999,Low
32,Male,4.3,5.7,33,4.8,8.5,8,Neutral,47.199999999999996,High
39,Male,7.8,4.1,45,1.3,7.6,2,Stressed,92.5,Low
27,Female,8.4,8.7,42,2.1,8.1,1,Neutral,97.7,Low
35,Female,8.1,6.9,1,3.0,10.9,2,Neutral,96.2,Low
39,Female,6.3,10.0,35,1.7,10.7,10,Stressed,39.9,High
44,Male,6.7,9.0,69,1.5,3.5,4,Neutral,61.3,Medium
30,Male,5.2,2.4,35,2.8,7.9,5,Sad,64.0,Medium
50,Female,4.9,2.4,21,3.3,6.4,2,Neutral,69.7,Medium
22,Male,8.1,10.9,68,4.3,4.9,4,Happy,88.1,Low
43,Female,8.0,10.0,37,5.0,8.3,7,Happy,81.0,Low
30,Male,7.9,6.1,104,4.1,7.1,5,Happy,100.0,Low
44,Female,6.3,2.4,53,1.9,9.7,8,Stressed,65.69999999999999,Medium
31,Female,8.3,10.9,21,4.0,2.9,10,Happy,51.2,Medium
41,Female,8.6,3.5,111,3.1,5.0,9,Stressed,90.7,Low
20,Male,5.6,1.4,74,2.8,2.3,1,Neutral,82.6,Low
47,Male,5.1,11.2,106,4.7,9.5,1,Sad,88.30000000000001,Low
52,Female,6.3,9.9,119,3.8,11.1,3,Happy,96.2,Low
31,Female,4.9,8.6,30,3.7,7.9,8,Stressed,40.099999999999994,High
29,Female,8.4,1.4,52,1.0,8.2,1,Happy,100.0,Low
45,Female,5.7,6.8,116,4.5,2.5,10,Stressed,54.10000000000001,Medium
46,Female,6.9,8.2,105,4.2,7.0,2,Happy,100.0,Low
34,Female,7.0,9.4,92,2.2,7.3,1,Happy,91.2,Low
57,Male,6.6,6.2,58,2.2,2.4,1,Neutral,76.99999999999999,Low
38,Male,4.8,11.5,96,1.2,9.8,9,Happy,33.800000000000004,High
40,Male,9.0,3.7,85,1.2,4.8,10,Stressed,75.19999999999999,Low
37,Male,4.9,1.8,48,3.7,9.2,1,Happy,87.9,Low
28,Female,7.8,4.7,26,1.7,6.0,4,Happy,78.3,Low
51,Female,8.0,8.3,71,4.7,12.0,7,Sad,97.1,Low
27,Female,4.7,9.1,111,4.4,4.1,5,Stressed,61.2,Medium
27,Male,8.7,9.1,56,2.4,2.6,10,Sad,57.2,Medium
23,Male,6.4,2.2,5,2.5,11.8,5,Happy,76.69999999999999,Low
53,Female,7.1,10.7,45,2.3,4.4,7,Sad,50.89999999999999,Medium
41,Male,7.2,4.1,24,1.4,8.4,6,Happy,68.39999999999999,Medium
29,Male,6.5,3.3,97,1.1,5.7,6,Happy,70.70000000000002,Medium
40,Female,4.7,7.8,8,2.8,8.4,8,Happy,31.8,High
44,Female,7.8,3.3,63,4.8,8.0,10,Stressed,84.0,Low
54,Female,6.9,6.6,99,4.7,9.1,9,Stressed,81.3,Low
23,Male,4.6,5.5,30,4.2,2.2,2,Happy,58.4,Medium
18,Female,7.5,3.6,18,3.5,10.4,10,Neutral,69.69999999999999,Medium
23,Female,7.5,4.2,112,4.4,6.8,4,Happy,100.0,Low
39,Female,6.7,5.7,64,3.1,7.2,10,Sad,58.29999999999999,Medium
58,Male,4.5,4.8,87,1.7,6.1,9,Neutral,37.5,High
41,Male,5.8,5.2,97,3.7,11.9,10,Sad,69.3,Medium
42,Female,4.3,9.1,16,4.7,10.0,1,Neutral,67.5,Medium
32,Female,6.4,2.9,33,1.1,5.1,10,Happy,40.5,High
43,Male,8.5,7.9,98,2.0,9.8,8,Stressed,86.4,Low
25,Male,4.0,8.5,35,2.1,6.4,1,Stressed,49.3,High
41,Female,5.3,9.8,12,1.4,10.7,4,Happy,48.199999999999996,High
55,Male,8.0,10.3,58,1.9,2.3,9,Stressed,49.1,High
23,Female,4.0,2.7,88,2.5,5.6,4,Happy,59.89999999999999,Medium
52,Female,4.1,2.5,118,4.8,6.3,5,Happy,76.19999999999999,Low
59,Male,7.1,7.8,75,4.4,9.4,9,Neutral,75.2,Low
18,Female,7.9,9.3,20,4.8,3.8,8,Sad,64.0,Medium
53,Female,7.9,4.0,100,1.5,4.9,1,Happy,100.0,Low
29,Male,7.9,6.8,109,1.1,9.2,3,Happy,99.1,Low
55,Female,5.8,9.5,101,1.4,2.8,4,Happy,55.800000000000004,Medium
28,Male,8.4,9.4,64,4.7,4.0,3,Stressed,97.5,Low
29,Female,4.1,8.2,111,1.6,9.5,9,Happy,37.800000000000004,High
59,Female,5.6,1.9,5,3.3,10.8,6,Sad,67.30000000000001,Medium
56,Male,5.7,1.6,108,1.9,9.3,3,Neutral,91.5,Low
24,Male,4.8,5.3,108,1.1,7.3,8,Stressed,47.1,High
28,Male,5.7,1.3,10,1.3,3.0,9,Stressed,32.9,High
53,Male,6.9,10.9,79,3.8,10.3,10,Stressed,62.6,Medium
48,Male,6.6,1.2,21,1.7,3.2,4,Happy,66.7,Medium
50,Male,5.6,1.3,109,1.9,5.9,5,Happy,76.5,Low
30,Female,7.7,2.8,10,2.5,2.5,3,Sad,78.9,Low
35,Male,7.6,7.9,36,3.6,9.1,5,Sad,83.60000000000001,Low
58,Female,5.4,7.0,25,2.9,7.0,2,Sad,65.5,Medium
41,Male,5.6,8.3,56,4.8,11.1,2,Neutral,88.8,Low
26,Female,5.4,10.8,25,2.7,3.4,5,Stressed,37.699999999999996,High
48,Female,4.6,6.0,105,1.8,10.2,7,Happy,56.4,Medium
58,Male,7.8,1.5,20,3.1,7.1,1,Sad,100.0,Low
27,Female,4.2,9.4,56,2.8,5.7,3,Neutral,47.800000000000004,High
19,Female,4.8,9.9,25,4.1,8.4,1,Neutral,66.5,Medium
55,Female,4.5,1.5,14,4.7,9.9,8,Sad,56.099999999999994,Medium
32,Male,8.1,3.7,102,4.3,6.4,2,Happy,100.0,Low
20,Male,4.2,9.5,62,2.6,4.3,6,Sad,33.00000000000001,High
48,Female,7.3,5.1,34,1.9,11.2,6,Sad,77.5,Low
23,Male,4.2,6.2,10,4.7,5.1,9,Sad,29.3,High
20,Male,7.9,10.1,72,2.5,12.0,6,Neutral,85.7,Low
28,Female,8.6,2.0,105,4.1,9.7,10,Neutral,100.0,Low
32,Female,6.4,8.5,86,5.0,8.9,6,Neutral,83.0,Low
45,Male,8.0,3.4,67,3.3,2.1,1,Neutral,100.0,Low
27,Male,7.5,1.7,93,2.9,6.5,7,Sad,89.69999999999999,Low
55,Male,8.0,8.3,91,3.8,7.0,6,Happy,90.6,Low
24,Female,7.8,2.3,88,1.8,5.8,8,Neutral,79.6,Low
32,Male,5.0,9.2,85,3.0,3.5,1,Sad,66.6,Medium
35,Male,6.5,3.2,88,2.2,5.7,8,Stressed,66.6,Medium
35,Male,8.8,1.5,115,1.7,2.7,8,Stressed,89.9,Low
58,Female,5.7,2.1,89,3.4,4.9,1,Neutral,93.39999999999999,Low
41,Female,8.9,10.3,49,3.3,2.8,7,Stressed,72.29999999999998,Medium
19,Female,6.9,5.1,28,4.0,9.5,7,Happy,75.39999999999999,Low
57,Male,6.3,4.3,109,4.5,8.7,7,Sad,88.1,Low
37,Male,7.3,6.4,63,1.9,11.4,3,Stressed,93.1,Low
51,Female,8.1,8.0,40,4.1,5.8,3,Happy,93.1,Low
43,Male,6.0,1.4,95,2.5,9.9,8,Sad,76.5,Low
24,Male,4.2,10.9,25,3.5,7.9,8,Stressed,26.500000000000004,High
55,Male,7.5,11.5,27,4.4,8.5,8,Neutral,64.4,Medium
47,Female,8.8,5.6,83,2.0,7.5,3,Neutral,100.0,Low
59,Male,7.1,5.5,47,3.4,9.8,4,Stressed,90.0,Low
22,Male,4.9,10.7,65,2.9,2.4,2,Neutral,51.9,Medium
28,Female,5.2,5.7,22,4.2,2.8,3,Neutral,59.6,Medium
18,Male,8.5,10.4,38,3.8,3.0,5,Happy,76.8,Low
51,Female,4.1,1.3,68,4.1,4.9,3,Sad,70.3,Medium
18,Male,6.7,6.4,20,2.2,7.9,4,Neutral,69.0,Medium
36,Female,4.8,11.5,119,3.8,8.5,7,Stressed,56.8,Medium
19,Female,5.4,3.8,85,3.4,9.1,3,Neutral,86.60000000000001,Low
38,Male,5.5,3.9,48,2.8,4.8,1,Happy,76.39999999999999,Low
37,Male,5.1,7.9,74,2.5,8.5,1,Happy,75.5,Low
40,Female,8.0,11.2,93,2.3,3.2,4,Neutral,78.1,Low
38,Male,5.7,3.2,91,1.0,2.1,1,Stressed,74.0,Medium
41,Female,5.7,11.1,35,1.7,8.9,6,Stressed,44.099999999999994,High
21,Male,6.3,8.3,80,1.2,9.2,4,Happy,70.80000000000001,Medium
29,Male,8.5,11.9,84,4.4,8.2,5,Stressed,96.4,Low
39,Male,7.4,9.1,36,4.4,4.6,6,Happy,70.2,Medium
37,Male,4.3,8.3,99,4.4,11.3,2,Stressed,82.79999999999998,Low
35,Female,4.2,10.0,88,4.3,10.8,1,Neutral,78.69999999999999,Low
18,Female,6.8,2.9,87,1.9,7.2,10,Neutral,63.50000000000001,Medium
47,Male,8.4,11.4,93,3.0,11.9,2,Neutral,100.0,Low
50,Male,5.6,2.8,41,4.6,5.0,6,Neutral,67.60000000000001,Medium
41,Male,5.2,1.3,61,4.0,6.9,10,Sad,55.400000000000006,Medium
31,Male,7.7,8.7,98,1.0,11.3,9,Stressed,70.79999999999998,Medium
53,Male,7.0,3.0,84,2.8,6.6,8,Sad,76.0,Low
22,Female,6.8,9.3,5,1.0,6.7,10,Stressed,28.799999999999997,High
28,Female,4.7,9.7,84,2.1,2.8,1,Sad,56.5,Medium
41,Male,4.9,3.6,7,2.7,4.1,5,Happy,44.89999999999999,High
48,Female,5.4,2.0,68,4.6,3.6,7,Happy,65.8,Medium
30,Female,5.0,6.5,39,3.6,7.7,8,Stressed,46.199999999999996,High
33,Male,8.9,10.8,9,2.4,5.2,7,Happy,63.59999999999999,Medium
41,Female,4.1,10.3,30,3.0,2.8,1,Stressed,43.0,High
30,Female,7.1,2.3,29,4.3,7.1,4,Stressed,91.9,Low
41,Female,6.6,11.6,50,2.2,8.7,4,Sad,65.19999999999999,Medium
43,Female,5.6,3.9,84,3.5,9.4,9,Stressed,65.3,Medium
19,Male,8.4,4.8,35,2.0,10.4,6,Happy,88.2,Low
33,Female,7.4,2.6,60,2.9,6.8,6,Sad,84.89999999999999,Low
55,Female,9.0,5.2,26,1.1,5.9,5,Sad,82.1,Low
18,Female,4.8,8.0,101,4.4,8.8,5,Sad,71.80000000000001,Medium
28,Male,4.4,6.6,34,1.2,2.1,9,Sad,11.799999999999994,High
52,Female,4.7,10.1,59,1.9,8.3,2,Happy,56.699999999999996,Medium
46,Female,5.3,8.1,31,2.3,6.1,10,Neutral,26.7,High
54,Female,6.1,3.9,89,3.5,6.5,5,Happy,81.5,Low
34,Male,8.3,7.1,3,3.9,5.0,1,Stressed,94.89999999999999,Low
56,Male,5.4,1.7,90,1.3,3.3,5,Happy,61.699999999999996,Medium
59,Male,8.6,7.4,99,1.2,6.0,4,Stressed,93.0,Low
45,Male,6.3,5.3,100,4.2,5.1,4,Neutral,87.60000000000001,Low
46,Male,7.2,2.1,26,3.8,11.6,4,Sad,99.2,Low
20,Female,5.3,4.4,46,4.3,11.4,3,Happy,85.7,Low
27,Male,4.8,10.9,111,3.7,8.4,6,Sad,59.7,Medium
59,Female,8.3,7.4,5,4.0,11.0,3,Sad,99.2,Low
31,Male,4.5,10.9,81,2.5,9.5,6,Sad,46.900000000000006,High
29,Male,7.9,5.5,25,3.4,5.5,6,Happy,77.0,Low
59,Male,6.9,11.8,107,4.2,8.0,10,Neutral,63.80000000000001,Medium
47,Female,8.3,5.0,23,1.7,4.2,2,Happy,86.5,Low
49,Female,7.6,9.3,115,2.7,8.9,9,Neutral,75.7,Low
49,Female,5.4,4.4,70,4.0,2.4,10,Neutral,44.0,High
59,Male,6.9,2.2,118,3.1,10.3,8,Stressed,92.29999999999998,Low
49,Male,4.1,10.2,43,3.7,7.8,7,Neutral,35.3,High
43,Male,6.4,9.4,13,2.2,2.6,9,Stressed,27.999999999999996,High
18,Male,4.4,10.0,12,1.1,10.7,8,Happy,21.299999999999997,High
59,Male,6.1,4.3,25,1.1,10.8,9,Sad,48.5,High
19,Male,4.5,8.7,42,4.8,10.5,8,Neutral,49.00000000000001,High
34,Female,8.8,3.4,42,4.8,9.7,3,Sad,100.0,Low
47,Female,6.6,1.1,65,1.8,8.8,10,Neutral,63.4,Medium
56,Male,8.6,10.5,109,1.6,6.0,1,Stressed,100.0,Low
24,Female,4.1,6.8,110,1.1,3.4,6,Happy,37.699999999999996,High
44,Female,7.2,11.8,86,1.9,4.9,3,Stressed,72.89999999999999,Medium
26,Female,5.5,5.2,27,2.3,5.5,3,Stressed,60.50000000000001,Medium
39,Male,6.2,11.5,0,2.0,5.6,6,Stressed,36.2,High
51,Male,8.4,7.8,95,4.2,7.7,10,Happy,83.80000000000001,Low
18,Male,8.9,6.6,11,4.0,4.1,9,Happy,70.2,Medium
26,Male,5.2,4.3,109,1.3,3.9,5,Sad,59.5,Medium
37,Female,8.7,10.1,49,3.8,9.2,1,Happy,100.0,Low
36,Male,7.4,10.1,52,3.1,2.1,10,Stressed,43.900000000000006,High
53,Male,8.8,5.6,119,1.5,3.5,7,Stressed,87.1,Low
57,Male,6.8,9.0,59,4.0,6.3,9,Happy,58.4,Medium
21,Female,8.8,5.9,54,1.3,3.5,10,Sad,60.5,Medium
26,Female,8.5,9.1,34,1.7,11.6,2,Stressed,97.3,Low
58,Female,4.6,11.9,60,1.6,8.7,9,Neutral,23.6,High
39,Female,5.6,3.9,25,4.8,6.3,5,Sad,69.8,Medium
35,Female,5.2,8.0,30,3.8,3.1,1,Stressed,63.2,Medium
29,Male,6.9,5.2,56,2.6,5.9,4,Neutral,78.6,Low
59,Female,8.0,7.0,11,4.3,8.5,8,Stressed,74.7,Medium
56,Female,7.8,10.6,92,1.9,11.7,3,Stressed,96.1,Low
26,Male,7.6,4.8,4,4.7,6.7,5,Happy,84.10000000000001,Low
23,Male,5.9,1.8,98,3.8,8.9,2,Neutral,100.0,Low
36,Male,4.7,9.8,6,3.2,4.0,5,Stressed,32.6,High
24,Female,5.1,7.1,15,4.2,8.2,9,Happy,41.199999999999996,High
33,Male,7.7,5.9,95,3.6,4.4,3,Happy,99.0,Low
22,Female,4.7,3.0,51,4.5,4.0,7,Stressed,53.7,Medium
33,Male,5.1,2.0,80,4.3,7.1,6,Happy,74.7,Medium
18,Female,6.1,4.1,20,1.8,4.1,2,Sad,66.0,Medium
54,Female,4.4,8.9,26,2.0,9.2,7,Sad,31.800000000000004,High
56,Female,5.1,5.5,103,1.3,11.4,10,Sad,49.89999999999999,High
36,Female,4.7,7.3,110,1.9,5.9,4,Stressed,59.7,Medium
54,Male,8.8,1.9,115,2.4,5.2,6,Sad,100.0,Low
34,Male,5.0,2.4,78,1.1,3.8,7,Stressed,45.9,High
43,Female,8.3,1.1,22,2.3,5.9,9,Sad,72.5,Medium
39,Male,4.6,8.4,71,4.1,7.6,7,Happy,51.10000000000001,Medium
25,Female,8.3,3.9,24,4.4,5.7,3,Happy,100.0,Low
50,Male,7.0,11.6,10,1.0,8.2,9,Happy,34.199999999999996,High
19,Male,8.2,4.4,62,1.0,8.6,6,Happy,83.80000000000001,Low
47,Female,8.3,5.0,56,1.6,3.0,4,Stressed,82.2,Low
37,Female,7.0,6.2,84,4.5,9.0,10,Neutral,74.89999999999999,Medium
35,Male,8.6,4.5,53,2.9,11.0,5,Sad,100.0,Low
27,Female,6.9,10.0,118,4.9,2.3,10,Neutral,61.699999999999996,Medium
41,Male,7.6,10.6,9,4.5,7.5,1,Stressed,90.1,Low
21,Male,6.1,1.1,49,4.6,8.0,4,Neutral,91.6,Low
54,Male,8.6,8.2,72,1.5,9.1,3,Neutral,97.7,Low
21,Female,8.1,8.5,111,2.9,5.9,6,Sad,88.5,Low
30,Female,4.8,11.6,0,5.0,10.2,9,Stressed,34.199999999999996,High
42,Male,6.9,5.1,85,1.6,7.4,3,Happy,86.6,Low
30,Female,8.5,3.1,69,3.3,6.1,5,Happy,100.0,Low
35,Female,8.0,6.7,29,2.4,9.2,2,Neutral,94.79999999999998,Low
41,Male,8.8,5.9,54,2.6,11.3,9,Happy,86.6,Low
19,Female,5.2,9.7,97,4.6,10.1,8,Stressed,63.2,Medium
50,Female,5.8,10.9,76,3.4,11.3,10,Sad,51.00000000000001,Medium
36,Male,6.5,2.0,85,4.0,4.7,4,Stressed,91.4,Low
26,Female,5.2,10.3,5,3.7,3.2,8,Happy,25.299999999999997,High
45,Male,6.0,11.0,104,3.1,7.3,10,Happy,48.9,High
52,Female,6.7,11.2,109,4.2,2.4,4,Sad,76.2,Low
56,Female,5.0,9.4,23,4.9,8.7,2,Stressed,69.69999999999999,Medium
27,Male,5.3,9.2,84,4.9,4.4,9,Neutral,48.7,High
18,Male,4.6,1.2,102,4.2,6.5,2,Neutral,90.0,Low
59,Female,7.6,11.1,86,2.9,8.6,1,Stressed,98.7,Low
38,Male,5.8,4.9,4,1.7,6.8,1,Stressed,67.1,Medium
26,Male,5.1,1.5,6,1.2,4.4,3,Stressed,52.0,Medium
32,Female,6.5,5.5,2,1.9,10.8,10,Sad,45.50000000000001,High
52,Male,4.3,9.1,118,2.4,9.6,7,Neutral,51.599999999999994,Medium
22,Female,8.6,5.9,12,1.5,8.0,6,Neutral,76.10000000000001,Low
58,Female,5.5,9.3,53,1.9,9.0,3,Neutral,62.49999999999999,Medium
39,Male,8.4,6.6,62,1.3,6.2,5,Neutral,82.10000000000001,Low
58,Female,6.5,4.3,75,3.1,5.8,10,Sad,58.50000000000001,Medium
40,Male,8.3,3.2,5,1.5,3.6,6,Neutral,68.3,Medium
24,Female,5.2,5.6,97,4.0,10.0,10,Stressed,60.2,Medium
40,Male,4.9,1.4,78,2.3,5.8,2,Neutral,76.89999999999999,Low
42,Male,8.2,5.6,46,3.7,8.9,3,Sad,100.0,Low
44,Female,5.1,1.8,81,4.5,5.0,4,Happy,80.10000000000001,Low
58,Male,7.7,10.6,54,1.3,10.0,8,Sad,61.099999999999994,Medium
23,Male,5.7,7.3,48,5.0,3.1,1,Neutral,79.2,Low
51,Male,7.7,8.1,56,3.6,8.3,9,Sad,70.6,Medium
26,Female,8.5,4.2,2,1.2,10.1,1,Sad,99.2,Low
50,Female,8.9,3.5,21,2.3,8.6,3,Sad,100.0,Low
23,Male,5.8,8.8,34,4.5,9.0,3,Sad,75.69999999999999,Low
54,Male,5.8,8.4,27,3.4,7.3,9,Stressed,42.20000000000001,High
48,Female,8.9,2.3,104,2.1,7.6,3,Happy,100.0,Low
51,Female,8.3,3.6,41,4.8,2.7,3,Sad,100.0,Low
58,Female,4.2,11.4,11,4.1,4.5,2,Neutral,42.900000000000006,High
46,Male,6.9,4.3,118,3.9,9.2,4,Stressed,100.0,Low
31,Female,4.9,1.3,0,4.6,11.5,8,Happy,60.400000000000006,Medium
53,Male,9.0,1.7,99,4.1,7.4,6,Stressed,100.0,Low
53,Female,4.7,9.5,93,2.1,9.3,1,Sad,71.69999999999999,Medium
32,Male,6.8,9.3,116,3.3,8.8,5,Neutral,86.69999999999999,Low
25,Female,7.3,5.2,118,4.4,12.0,10,Neutral,92.19999999999999,Low
43,Male,8.7,2.7,22,1.7,10.0,8,Stressed,82.5,Low
53,Female,8.2,6.5,100,1.7,8.3,1,Neutral,100.0,Low
38,Female,5.2,4.7,27,1.6,3.2,6,Neutral,38.400000000000006,High
45,Male,6.9,5.1,112,1.8,5.6,7,Happy,73.4,Medium
21,Female,8.8,3.9,116,1.4,4.5,5,Neutral,99.4,Low
33,Female,7.7,1.7,68,4.4,10.5,4,Neutral,100.0,Low
39,Female,7.4,9.7,35,4.3,6.5,7,Stressed,68.1,Medium
29,Female,7.8,7.8,53,1.6,7.4,9,Stressed,59.8,Medium
33,Male,5.6,10.2,46,3.8,11.6,4,Stressed,71.0,Medium
57,Male,7.6,6.5,55,3.5,10.4,3,Neutral,100.0,Low
55,Female,5.2,11.8,9,2.1,9.9,10,Stressed,20.499999999999996,High
59,Male,6.1,11.6,4,1.9,3.4,4,Neutral,38.89999999999999,High
54,Male,8.4,4.0,13,2.0,2.2,5,Happy,73.0,Medium
46,Male,4.1,5.3,23,3.9,3.3,9,Sad,25.099999999999994,High
35,Male,6.1,9.3,62,2.3,9.4,1,Sad,81.10000000000001,Low
27,Male,5.3,9.5,27,2.1,6.1,9,Sad,26.100000000000005,High
59,Female,5.0,11.0,20,1.1,3.2,9,Stressed,7.9,High
56,Male,8.2,8.2,108,4.6,9.4,8,Happy,96.99999999999999,Low
35,Female,7.5,6.2,114,4.0,3.9,10,Sad,73.19999999999999,Medium
18,Male,4.6,5.2,103,2.9,7.9,8,Neutral,54.499999999999986,Medium
56,Female,6.5,5.6,75,4.8,9.4,8,Happy,79.6,Low
38,Female,6.3,10.4,19,2.2,8.1,4,Stressed,57.2,Medium
18,Female,4.7,11.8,61,3.7,11.9,7,Sad,49.900000000000006,High
32,Male,8.0,1.6,114,2.2,6.3,2,Sad,100.0,Low
21,Male,5.8,7.4,95,2.3,5.1,3,Sad,71.9,Medium
37,Female,7.8,6.7,50,4.4,4.0,8,Happy,72.6,Medium
27,Female,5.0,5.1,101,4.1,7.0,4,Happy,78.5,Low
40,Male,5.6,10.4,39,2.2,10.5,10,Neutral,35.0,High
58,Male,4.5,7.3,105,1.3,11.5,6,Happy,56.9,Medium
51,Female,4.7,4.4,84,2.4,11.7,8,Happy,58.4,Medium
50,Male,8.4,5.9,80,4.0,7.3,8,Neutral,90.8,Low
51,Male,4.5,4.9,64,1.4,8.1,5,Sad,51.2,Medium
56,Male,4.5,5.7,114,3.7,7.8,7,Sad,62.49999999999999,Medium
27,Male,8.7,1.8,107,4.6,6.7,1,Happy,100.0,Low
37,Male,7.2,2.2,27,1.7,3.5,5,Neutral,68.5,Medium
18,Male,4.5,7.9,53,4.4,2.7,3,Sad,55.199999999999996,Medium
30,Female,8.9,8.5,1,1.2,6.4,4,Stressed,75.0,Low
18,Female,4.7,8.0,80,3.7,3.9,1,Stressed,69.3,Medium
22,Female,7.8,9.4,102,4.2,10.9,1,Neutral,100.0,Low
33,Female,4.2,11.4,13,2.8,9.6,3,Neutral,43.0,High
32,Female,7.1,10.5,13,1.8,8.2,4,Happy,61.99999999999999,Medium
45,Female,6.7,5.6,43,4.7,2.5,3,Stressed,80.89999999999999,Low
48,Male,5.0,3.4,111,1.1,8.2,2,Sad,79.30000000000001,Low
40,Male,7.2,4.4,81,3.2,8.2,7,Neutral,83.80000000000001,Low
34,Female,7.1,7.5,39,2.5,6.4,10,Stressed,49.099999999999994,High
51,Female,8.0,10.4,33,2.8,8.6,9,Sad,61.0,Medium
30,Female,8.4,8.7,106,3.1,10.6,3,Stressed,100.0,Low
31,Male,6.6,7.0,64,3.1,9.6,9,Sad,63.5,Medium
28,Male,6.5,7.6,105,1.8,6.7,8,Stressed,61.199999999999996,Medium
45,Male,7.1,6.8,17,3.7,4.6,5,Sad,68.50000000000001,Medium
59,Male,7.6,11.7,111,1.1,6.8,6,Sad,69.9,Medium
49,Female,5.8,10.0,33,1.1,11.5,1,Neutral,69.1,Medium
52,Female,6.5,9.6,86,2.9,10.2,6,Sad,73.9,Medium
48,Female,6.9,6.7,48,3.2,2.3,9,Neutral,49.79999999999999,High
34,Female,8.9,4.6,79,2.1,9.8,7,Stressed,97.69999999999999,Low
26,Male,6.9,1.2,82,3.2,3.7,9,Happy,70.4,Medium
27,Male,5.1,1.5,100,3.1,7.7,5,Happy,78.9,Low
25,Female,6.9,1.3,54,2.4,10.1,5,Stressed,89.4,Low
38,Male,8.1,11.8,61,3.6,7.6,5,Neutral,82.8,Low
30,Male,8.3,2.3,69,4.8,6.0,6,Happy,100.0,Low
22,Male,8.0,2.6,23,3.0,5.2,4,Happy,88.8,Low
23,Male,8.4,6.3,80,4.1,5.1,10,Sad,78.10000000000001,Low
47,Female,5.7,6.3,47,2.0,10.4,9,Neutral,48.60000000000001,High
48,Male,6.5,11.1,79,4.0,10.3,7,Neutral,71.19999999999999,Medium
34,Female,7.9,1.8,38,3.6,10.2,3,Sad,100.0,Low
28,Male,5.3,11.5,47,3.6,4.8,10,Stressed,27.000000000000007,High
37,Male,5.9,3.4,104,4.6,10.0,7,Happy,88.0,Low
26,Female,8.2,11.7,118,1.9,2.4,3,Sad,84.49999999999999,Low
19,Female,7.9,7.0,69,2.5,4.1,3,Stressed,87.5,Low
54,Male,8.9,8.2,79,1.3,7.1,4,Stressed,93.10000000000001,Low
18,Male,9.0,4.5,8,3.9,6.1,2,Neutral,100.0,Low
21,Female,5.2,7.7,28,4.4,3.1,8,Stressed,38.39999999999999,High
53,Male,8.5,8.8,67,2.6,2.4,1,Sad,94.60000000000001,Low
42,Male,4.5,1.1,59,2.4,8.1,10,Neutral,42.8,High
20,Female,7.5,1.4,25,3.6,5.1,1,Neutral,100.0,Low
26,Male,5.1,11.9,117,1.3,2.2,1,Happy,57.50000000000001,Medium
39,Male,5.5,6.0,37,2.2,6.3,4,Neutral,58.00000000000001,Medium
40,Male,8.7,11.3,61,2.5,5.1,1,Stressed,95.3,Low
29,Male,5.3,9.0,25,3.1,7.8,3,Stressed,59.1,Medium
27,Male,7.4,5.1,13,2.9,11.3,7,Stressed,75.5,Low
51,Female,4.9,2.7,98,1.8,5.1,3,Happy,70.39999999999999,Medium
27,Male,4.5,11.8,118,3.2,12.0,2,Sad,77.0,Low
47,Female,5.7,7.4,48,4.7,2.9,10,Happy,41.099999999999994,High
39,Female,7.1,3.1,42,1.1,2.9,6,Sad,60.5,Medium
23,Male,5.2,8.5,87,3.7,9.1,8,Stressed,57.10000000000001,Medium
19,Female,5.5,2.0,7,3.5,9.5,4,Sad,72.9,Medium
47,Male,7.5,10.5,39,4.7,6.2,4,Stressed,81.7,Low
